status,city,state,country,classification,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,report_date,code_info,more_code_info,termination_date
Ongoing,Modesto,CA,United States,Class I,Food,93814,"Rizo Lopez Foods, Inc. dba Don Francisco Cheese",201 S Mcclure Rd,,95357-0519,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","U.S. distribution to the following: AR, AZ, BC, CA, CO, FL, GA, IA, IL, KS, MD, NC,NJ, NV, NY, OR, RI, TX, UT, VA, WA, W  No foreign distribution.",F-0929-2024,Paneer (bulk),,Listeria monocytogenes contamination.,2024-01-11,2024-02-23,2024-02-07,PLU Batch ID 45845 B1-23284-Paneer 45845 B2-23284-Paneer 45845 B1-23298-Paneer 45845 B2-23298-Paneer 45845 B1-23311-Paneer 45845 B2-23311-Paneer 45845 B1-23333-Paneer 45845 B2-23333-Paneer 45845 B1-23345-Paneer 45845 B2-23345-Paneer 45845 B1-23354-Paneer 45845 B2-23354-Paneer 45845 B1-243-Paneer 45845 B2-243-Paneer 45845 B1-2418-Paneer 45845 B2-2418-Paneer,,
Ongoing,Monrovia,CA,United States,Class I,Food,93964,Trader Joe's Company,800 S Shamrock Ave,N/A,91016-6346,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide  No foreign distribution.,F-1069-2024,Trader Joe s Cilantro Salad Dressing (SKU 36420) Perishable Keep Refrigerated 12 FL OZ (355mL),"15,890 cases",L. mono contamination,2024-02-07,2024-03-14,2024-03-20,"all codes, All Use By Dates between 02/19/2024 and 05/14/2024",,
Terminated,Fostoria,OH,United States,Class II,Food,93915,Mennel Milling Company,319 S Vine St,PO Box 806,44830-1843,Voluntary: Firm initiated,E-Mail,"KY, MI, NJ, NY, OH, PA",F-0890-2024,"UNBLE ENR MALTED RM6144 FLOUR delivered as bulk product in approximately 50,000 lbs trailers",2633960 TOTAL lbs,"Potential Foreign Material - Metal, Wood, Gasket Material, and/or Sifter balls",2024-01-30,2024-02-16,2024-02-28,Lot Codes: 24024-43; 24024-46; 24024-51; 24024-55; 24025-04; 24025-17; 24025-11; 24025-14; 24025-07; 24025-33; 24025-40; 24025-37; 24026-10; 24026-24; 24026-26; 24026-05; 24026-19; 24025-46; 24027-14; 24027-19; 24027-11; 24026-38; 24027-04; 24027-25; 24029-03; 24028-19; 24027-06; 24027-05; 24026-12; 24028-07; 24026-23; 24028-10; 24026-53; 24025-35; 24026-20; 24026-15; 24028-18  Product Code: H352T1-00521,,2024-03-21
Ongoing,New York,NY,United States,Class I,Food,94130,"Roland Foods, LLC.",71 W 23rd St,N/A,10010-4102,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","AR, AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MT, NH, NJ, NV, NY, OH, PA, SC, TN, TX, VA, WA, WI, WV",F-1128-2024,Roland Tahini; 100% Ground Sesame Seeds; Net WT. 16 OZ. (1 LB.) 454g,N/A,Product may be contaminated with Salmonella.,2024-02-27,2024-04-09,2024-04-03,Best By Date:  10-19-24,,
Ongoing,Eugene,OR,United States,Class III,Food,94438,"East West Tea Company, LLC",1325 Westec Dr,N/A,97402-9198,Voluntary: Firm initiated,E-Mail,nationwide,F-1237-2024,"Organic Yogi Echinacea Immune Support, Caffeine Herbal Supplement, Serving Size 1 tea bag, 16 tea bags per pack, 4 packs per box. UPC on box: 0 76950 45010 3. CASE GTIN: 60076950450105. East West Tea Company, LLC Eugene, OR  Yogi Echinacea Immune Support, Caffeine Herbal Supplement, 16 tea bags per pack, 6 Packs per box. UPC on box: 0 76950 45010 3. CASE GTIN: 20076950450107.",total 54846 packs,Organic Yogi Echinacea Immune Support product is recalled because pesticide residues were detected above action levels.,2024-03-12,2024-05-10,2024-05-22,Lot #0000184330 Lot #0000184853 Lot #0000185098 Lot #0000185100 Lot #0000185383 Lot #0000185385 Lot #0000185387 Lot #0000185389 Lot #0000185434 Lot #0000185436 Lot #0000185828 Lot #0000185830 Lot #0000185832 Lot #0000186519 Lot #0000186521 Lot #000184062 Lot #0000186900 Lot #0000186902 Lot #0000186904 Lot #0000187357 Lot #0000187359 Lot #0000187400 Lot #0000187402 Lot #0000187769 Lot #0000188028 Lot #0000188030 Lot #0000188045 Lot #0000188114 Lot #0000186600 Lot #0000186910 Lot #0000187155 Lot #0000184691 Lot #0000184963 Lot #0000185381 Lot #0000185518,,
Ongoing,Woodbridge,,Canada,Class I,Food,93931,Summer Fresh Salads Inc,181 Sharer Rd,,N/A,Voluntary: Firm initiated,E-Mail,"Washington D.C., Delaware, Maryland, Massachusetts, New Jersey, New York, North Carolina, Pennsylvania, and Virginia",F-1041-2024,"Wegmans Harissa Hummus Topped With Harrisa 10.5 ounce (298 g), clear plastic package with top, side and bottom labels.",Lot 240239: 268 cases; Lot 240309: 193 cases,Product contains undeclared sesame.,2024-02-02,2024-03-06,2024-03-13,lot # 240239 and lot # 240309 with an expiration date of 03/19/2024 and 03/26/2024,,
Terminated,Rochester,NY,United States,Class II,Food,93823,"Wegmans Food Markets, Inc.",1500 Brooks Ave,,14624-3512,Voluntary: Firm initiated,Other,"NY, VA, MD, PA, NJ, MA, NC, DE, DC",F-0861-2024,"9 oz 10pk Assorted Mini Danish, bakery box with clear top (UPC 7789050815)","10,338 croissants Total",Product contains undeclared soy lecithin.,2024-01-12,2024-02-08,2024-02-14,Best By Dates: To be provided ASAP,,2024-03-22
Ongoing,New Century,KS,United States,Class I,Food,94565,Danisco USA Inc.,4 New Century Pkwy,N/A,66031-1144,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US: AZ, CA, CO, FL, IA, ID, IL, IN, KS, KY, MI, MN, MO, NE, NJ, NY, OH, OK, PA, TN, TX, UT, VA, WI; Canada, and Mexico",F-1319-2024,"Grindsted Iced Coffee 6880 Stabilizer System, 22.68 kg / 50 lb bag",884.52 kg,Potential Salmonella Contamination,2024-05-03,2024-06-06,2024-06-12,Lot number: 1204625920,,
Ongoing,Hialeah,FL,United States,Class II,Food,94281,Spices USA Inc.,711 W 16th St,N/A,33010-2831,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributors in 3 states: FL, GA, and NC; Trinidad and Tobago (W.I.); Guayana",F-1122-2024,"Tasty-Sawa Cinnamon Ground, Net Wt. 55.11 lbs, paper bag (bulk), Country of Origin Vietnam",394 bags/21713.34 Lbs,Due to elevated levels of lead in ground cinnamon,2024-03-12,2024-04-08,2024-04-17,Lot No: VN/OFD/1D/0623,,
Ongoing,Mount Holly,NC,United States,Class I,Food,94151,Robeson Enterprises,1015 W Catawba Ave,N/A,28120-1106,Voluntary: Firm initiated,Letter,"Products were shipped to the following states: GA, NC & SC",F-1140-2024,"PIES & SIDES MO' MONEY PIE INGREDIENTS: BLACK EYED PEAS, COLLARDS, ELBOW PASTA, CHEESES, CORNMEAL, BLEACHED FLOUR, MILK PRODUCTS, SPICES. CONTAINS: MILK, EGG, WHEAT PIES & SIDES MOUNT HOLLY, NC",244 units,"During an inspection by NCDA, the firm was notified that the label fails to declare the allergen soy as an ingredient. The firm was also notified that the label does not list any sub ingredients or the allergen soy in the contains statement.",2024-03-26,2024-04-10,2024-04-17,All lots shipped before 2/23/2024,,
Ongoing,Modesto,CA,United States,Class I,Food,93814,"Rizo Lopez Foods, Inc. dba Don Francisco Cheese",201 S Mcclure Rd,,95357-0519,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","U.S. distribution to the following: AR, AZ, BC, CA, CO, FL, GA, IA, IL, KS, MD, NC,NJ, NV, NY, OR, RI, TX, UT, VA, WA, W  No foreign distribution.",F-0920-2024,"Rizo Bros. Oaxaca 8 oz. UPC 7-27242-00334-6  Tio Francisco Oaxaca 12 oz. UPC 7-27242-12332-7  Tio Francisco Oaxaca 14 oz. UPC 7-27242-00532-6  Food City Oaxaca 16 oz.  Tio Francisco, San Carlos Available to consumers at retail deli counters in various sizes  Tio Francisco Oaxaca (shred) Available to consumers at retail deli counters in various sizes  Oaxaca (bulk)",,Listeria monocytogenes contamination.,2024-01-11,2024-02-23,2024-02-07,All dates through 05/02/2024  Oaxaca (bulk) PLU Batch ID 331 1AY-23307 331 1BY-23307 331 2AX-23307 331 2BX-23307 331 3AW-23307 331 3BW-23307 331 4AZ-23307 331 4BZ-23307 12331 3FZ-23310 331 3FZ-23310 331 1AY-23311 331 1BY-23311 331 2AX-23311 331 2BX-23311 331 3AW-23311 331 3BW-23311 331 4AZ-23311 331 4BZ-23311 56331 3EX-23311 56375 3DX-23311 331 3FW-23313 331 4FZ-23313 331 1CW-23314 331 2BZ-23314 331 3BY-23314 331 4BX-23314 331 4CX-23314 56331 2AW-23315 56331 4AY-23315 12331 2CY-23317 331 2CY-23317 331 3CX-23317 331 4BW-23317 331 1CW-23321 331 2BZ-23321 331 3BY-23321 331 4BX-23321 331 4CX-23321 12331 4BZ-23322 331 1AY-23322 331 1BY-23322 331 2AX-23322 331 2BX-23322 331 3AW-23322 331 3BW-23322 331 4AZ-23322 331 4BZ-23322 331 2EY-23324 337 4FW-23324 12331 4FY-23331 331 4FY-23331 331 1AY-23332 331 1BY-23332 331 2AX-23332 331 2BX-23332 331 3AW-23332 331 3BW-23332 331 4AZ-23332 331 4BZ-23332 331 3FW-23334 331 1AY-23335 331 1BY-23335 331 2AX-23335 331 2BX-23335 331 3AW-23335 331 3BW-23335 331 4AZ-23335 331 4BZ-23335 331 4FY-23338 337 3GZ-23338 331 1AX-23339 331 1BX-23339 331 2AW-23339 331 2BW-23339 331 3AZ-23339 331 4AY-23339 331 4BY-23339 331 1AY-23342 331 2AX-23342 331 3AW-23342 331 3BW-23342 331 4AZ-23342 51375 3BW-23342 56331 1BZ-23342 12331 3AW-23346 331 1AY-23346 331 1BY-23346 331 2AX-23346 331 2BX-23346 331 3AW-23346 331 3BW-23346 331 4AZ-23346 331 4BZ-23346 331 1AY-23349 331 1BX-23349 331 2AX-23349 331 2BW-23349 331 2CZ-23349 331 3AW-23349 331 3BZ-23349 331 3CY-23349 331 1AY-23350 331 1BX-23350 331 2AX-23350 331 2BW-23350 331 2CZ-23350 331 3AW-23350 331 3BZ-23350 331 3CY-23350 56331 1DX-23350 56375 3EY-23350 12331 4BZ-23353 331 1AY-23353 331 1BY-23353 331 2AX-23353 331 2BX-23353 331 3AW-23353 331 3BW-23353 331 4AZ-23353 331 4BZ-23353 331 1FY-23354 331 2EZ-23354 331 4FW-23354 331 1FZ-23355 331 2FY-23355 331 1AZ-23361 331 2AY-23361 331 2BY-23361 331 3AX-23361 331 3BX-23361 331 4BW-23361 331 4CW-23361 331 1AY-23364 331 2BZ-23364 331 3BY-23364 331 3CY-23364 331 4AZ-23364 337 2CZ-23364 12331 4BZ-24003 331 1AY-24003 331 1BY-24003 331 2AX-24003 331 2BX-24003 331 3AW-24003 331 3BW-24003 331 4AZ-24003 331 4BZ-24003 331 1AY-24006 331 2AX-24006 331 3AW-24006 331 4AZ-24006 331 1BZ-24008 331 2BY-24008 331 3BX-24008 331 4BW-24008 331 4CW-24008 331 1AY-24010 331 1BY-24010 331 2AX-24010 331 2BX-24010 331 3AW-24010 331 3BW-24010 331 4AZ-24010 331 4BZ-24010 331 2BY-24011 331 3BX-24011 51375 2CY-24011 56375 3CX-24011 331 1AZ-24016 331 2AY-24016 331 3AX-24016 331 4AW-24016 12331 4BZ-24020 331 1AY-24020 331 1BY-24020 331 2AX-24020 331 2BX-24020 331 3AW-24020 331 3BW-24020 331 4AZ-24020 331 4BZ-24020 12331 3CX-24023 331 1AZ-24023 331 1BZ-24023 331 2AY-24023 331 2BY-24023 331 3AX-24023 331 3BX-24023 331 3CX-24023 331 4AW-24023 331 4BW-24023 331 4CW-24023 331 1AZ-24025 331 1BZ-24025 331 2AY-24025 331 2BY-24025 331 3AX-24025 331 3BX-24025 331 3CX-24025 331 4AW-24025 331 4BW-24025 331 4CW-24025 331 1AW-24030 331 1BW-24030 331 2AZ-24030 331 3AY-24030 331 4AX-24030 12331 4BX-24033 331 1AW-24033 331 1BW-24033 331 2AZ-24033 331 2BZ-24033 331 3AY-24033 331 3BY-24033 331 4AX-24033 331 4BX-24033 56331 1EZ-23326,,
Ongoing,Sacramento,CA,United States,Class II,Food,93866,New World  Company,1713 10th St,N/A,95811-6406,Voluntary: Firm initiated,Telephone,Products are distributed from wholesale down to retail level. U.S. distribution within CA. No foreign distribution.,F-0906-2024,"Fortune cookies, individually wrapped in a 6lb case, 190 pcs / case",N/A,Undeclared allergens (soy),2024-01-19,2024-02-20,2024-02-28,Firm does not implement lot numbers or identification for manufactured product,,
Ongoing,Saint Louis,MO,United States,Class III,Food,94379,Baron Spices Inc,1440 Kentucky Ave,N/A,63110-2316,Voluntary: Firm initiated,Telephone,MO,F-1221-2024,"Blues Hog Sweet & Savory Seasoning, 6.25oz plastic bottle, 12 bottles per case",59 cases,"Undeclared wheat, soy flour and soy lecithin",2024-04-05,2024-05-08,2024-05-01,"Lot Numbers 034-363 and 034-364, Best Buy Date: 03/20/2026",,
Terminated,Fostoria,OH,United States,Class II,Food,93915,Mennel Milling Company,319 S Vine St,PO Box 806,44830-1843,Voluntary: Firm initiated,E-Mail,"KY, MI, NJ, NY, OH, PA",F-0886-2024,"HARD E6 1036 delivered as bulk product in approximately 50,000 lbs trailers",2633960 TOTAL lbs,"Potential Foreign Material - Metal, Wood, Gasket Material, and/or Sifter balls",2024-01-30,2024-02-16,2024-02-28,Lot Codes: 24024-43; 24024-46; 24024-51; 24024-55; 24025-04; 24025-17; 24025-11; 24025-14; 24025-07; 24025-33; 24025-40; 24025-37; 24026-10; 24026-24; 24026-26; 24026-05; 24026-19; 24025-46; 24027-14; 24027-19; 24027-11; 24026-38; 24027-04; 24027-25; 24029-03; 24028-19; 24027-06; 24027-05; 24026-12; 24028-07; 24026-23; 24028-10; 24026-53; 24025-35; 24026-20; 24026-15; 24028-18  Product Code: H250T1-00209,,2024-03-21
Ongoing,Houston,TX,United States,Class II,Food,94471,M-C McLANE INTERNATIONAL,1902 Cypress Station Dr Ste 200,N/A,77090-4038,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Alabama, Arizona, California, Colorado, Delaware, Florida, Georgia, Idaho, Illinois, Indiana, Kansas, Kentucky, Maryland, Michigan, Missouri, Montana, Nevada, North Carolina, Ohio, Oklahoma, Oregon, Pennsylvania, South Carolina, Texas, Utah, Virginia, Washington, & Wisconsin",F-1242-2024,Jalapenos packed in 6lb 10oz cans. 6 cans per case,2991 cases,Glass contamination,2024-02-10,2024-05-15,2024-05-22,manufactured 6/8/2023 Item# 7245444 Lots: 1305/1377,,
Ongoing,Cleveland,OH,United States,Class II,Food,93817,Greco Sidari,3820 Lakeside Ave E,,44114-3848,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","OH, NY & PA",F-0851-2024,JOEY'S    ROAST BEEF SLCD PREMIUM 2/5#  SUPC/ITEM # 201172F,1375 cases total,The food was not held at an appropriate temperature.  The holding temperature could affect spoilage and potentially support pathogen growth.,2024-01-11,2024-02-05,2024-02-14,"All Lot Codes Distributed between November 26, 2023 and January 5, 2024",,
Ongoing,Wauconda,IL,United States,Class III,Food,94133,Synergy Flavors Inc,1500 Synergy Dr,,60084-1073,Voluntary: Firm initiated,E-Mail,"NY, VA",F-1032-2024,"NAT & ART HAZELNUT TYPE FLAVOR #521510, in 6 gallon and ""275"" tote",11940 pounds,Product was not made in accordance with formula,2024-02-14,2024-03-06,2024-03-13,L00441450 L00443225,,
Ongoing,New Century,KS,United States,Class I,Food,94565,Danisco USA Inc.,4 New Century Pkwy,N/A,66031-1144,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US: AZ, CA, CO, FL, IA, ID, IL, IN, KS, KY, MI, MN, MO, NE, NJ, NY, OH, OK, PA, TN, TX, UT, VA, WI; Canada, and Mexico",F-1313-2024,"Grindsted(R) CFF 1455 Stabilizer System, 22.68 kg / 50 lb bag",1814.40 kg,Potential Salmonella Contamination,2024-05-03,2024-06-06,2024-06-12,Lot numbers: 1204621815; 1204621816,,
Terminated,Plymouth,WI,United States,Class I,Food,93950,"Sargento Foods, Inc.",1 Persnickety Pl,,53073-3544,Voluntary: Firm initiated,E-Mail,"AZ, CA, FL, GA, IL, IN, MD, NC, NJ, NV, OH, RI, TX, WA, WI",F-1018-2024,"Sargento Deep V Shredded Taco Cheese Blend Material #10002484, UPC 46100352281.   Pack Size 500/.6 oz.  Net Wt 18.750 lbs.     Keep Refrigerated.  Product of USA.  Distributed By Sargento Foods Inc, Plymouth, WI  53073  USA.",956 cases,Listeria monocytogenes,2024-02-05,2024-02-29,2024-03-06,Batch / Use By Dates:  02217224 / Best By  MAR/01/24;  02217503 / Best By   MAR/02/24.,,2024-04-30
Ongoing,Modesto,CA,United States,Class I,Food,93814,"Rizo Lopez Foods, Inc. dba Don Francisco Cheese",201 S Mcclure Rd,,95357-0519,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","U.S. distribution to the following: AR, AZ, BC, CA, CO, FL, GA, IA, IL, KS, MD, NC,NJ, NV, NY, OR, RI, TX, UT, VA, WA, W  No foreign distribution.",F-0918-2024,"Tio Francisco Crema Centroamericana  16 oz. UPC 7-27242-00440-4  Tio Francisco, Campesino Crema Centroamericana Available to consumers at retail deli counters in various sizes  Tio Francisco Crema Latina 16 oz. UPC 7-27242-35445-5  Tio Francisco Crema Latina Available to consumers at retail deli counters in various sizes  Tio Francisco Crema La Deliciosa Available to consumers at retail deli counters in various sizes  Tio Francisco Crema La Suprema Available to consumers at retail deli counters in various sizes  Campesino Crema Menonita Available to consumers at retail deli counters in various sizes  Tio Francisco, Food City, Santa Maria 16 oz. UPC 7-27242-00408-4, 7-27242-22410-9, 7-27242-35403-5  Tio Francisco, Campesino Crema Mexicana Available to consumers at retail deli counters in various sizes  Crema Mexicana Tio Francisco 32 oz. UPC 7-27242-32403-8  Tio Francisco Crema Nortena Available to consumers at retail deli counters in various sizes  Crema Santa Isabel Mexicana Available to consumers at retail deli counters in various sizes  Crema Santa Isabel Centroamericana Available to consumers at retail deli counters in various sizes  Food City Queso Crema 16 oz.  San Carlos Queso Crema Available to consumers at retail deli counters in various sizes  Sour Cream Mexicana, Latina, Nortena, Centroamericana (bulk)",,Listeria monocytogenes contamination.,2024-01-11,2024-02-23,2024-02-07,All dates through 06/01/2024  PLU Batch ID 12401 B2-23282-Sour Cream Mexicana 13795 B2-23282-Sour Cream Mexicana 13796 B2-23282-Sour Cream Mexicana 406 B1-23282-Sour Cream Mexicana 406 B2-23282-Sour Cream Mexicana 407 B1-23283-Sour Cream Latina 430 B1-23283-Sour Cream Latina 12401 B1-23289-Sour Cream Mexicana 13743 B1-23289-Sour Cream Mexicana 13795 B2-23289-Sour Cream Mexicana 13796 B2-23289-Sour Cream Mexicana 13797 B2-23289-Sour Cream Mexicana 406 B2-23289-Sour Cream Mexicana 407 B1-23291-Sour Cream Latina 406 B1-23291-Sour Cream Mexicana 480 B2-23291-Sour Cream Nortena 12401 B1-23296-Sour Cream Mexicana 13743 B1-23296-Sour Cream Mexicana 13796 B2-23296-Sour Cream Mexicana 406 B2-23296-Sour Cream Mexicana 407 B1-23298-Sour Cream Latina 430 B1-23298-Sour Cream Latina 407 B2-23303-Sour Cream Latina 12401 B1-23303-Sour Cream Mexicana 13795 B1-23303-Sour Cream Mexicana 407 B1-23305-Sour Cream Latina 407 B2-23310-Sour Cream Latina 430 B2-23310-Sour Cream Latina 12401 B2-23310-Sour Cream Mexicana 13795 B2-23310-Sour Cream Mexicana 13797 B2-23310-Sour Cream Mexicana 406 B1-23310-Sour Cream Mexicana 406 B2-23310-Sour Cream Mexicana 480 B1-23313-Sour Cream Nortena 407 B1-23317-Sour Cream Latina 12401 B2-23317-Sour Cream Mexicana 13743 B2-23317-Sour Cream Mexicana 13795 B2-23317-Sour Cream Mexicana 406 B2-23317-Sour Cream Mexicana 12401 B2-23324-Sour Cream Mexicana 13795 B2-23324-Sour Cream Mexicana 13797 B2-23324-Sour Cream Mexicana 406 B2-23324-Sour Cream Mexicana 407 B1-23331-Sour Cream Latina 430 B1-23331-Sour Cream Latina 12401 B2-23331-Sour Cream Mexicana 13795 B2-23331-Sour Cream Mexicana 406 B2-23331-Sour Cream Mexicana 407 B1-23333-Sour Cream Latina 480 B1-23334-Sour Cream Nortena 12401 B2-23338-Sour Cream Mexicana 13795 B2-23338-Sour Cream Mexicana 406 B1-23338-Sour Cream Mexicana 406 B2-23338-Sour Cream Mexicana 407 B1-23341-Sour Cream Latina 406 B1-23341-Sour Cream Mexicana 407 B1-23345-Sour Cream Latina 430 B1-23345-Sour Cream Latina 12401 B1-23345-Sour Cream Mexicana 13795 B1-23345-Sour Cream Mexicana 13797 B1-23345-Sour Cream Mexicana 406 B2-23345-Sour Cream Mexicana 407 B1-23347-Sour Cream Latina 480 B1-23349-Sour Cream Nortena 407 B1-23352-Sour Cream Latina 12401 B1-23352-Sour Cream Mexicana 13796 B1-23352-Sour Cream Mexicana 13797 B1-23352-Sour Cream Mexicana 406 B2-23352-Sour Cream Mexicana 12401 B1-23360-Sour Cream Mexicana 13743 B1-23360-Sour Cream Mexicana 13795 B1-23360-Sour Cream Mexicana 13796 B1-23360-Sour Cream Mexicana 13797 B1-23360-Sour Cream Mexicana 406 B1-23360-Sour Cream Mexicana 406 B2-23360-Sour Cream Mexicana 407 B1-23363-Sour Cream Latina 407 B2-242-Sour Cream Latina 12401 B1-242-Sour Cream Mexicana 13795 B1-242-Sour Cream Mexicana 13796 B1-242-Sour Cream Mexicana 406 B1-242-Sour Cream Mexicana 406 B1-248-Sour Cream Mexicana 407 B1-249-Sour Cream Latina 430 B1-249-Sour Cream Latina 12401 B1-249-Sour Cream Mexicana 13796 B1-249-Sour Cream Mexicana 407 B1-2415-Sour Cream Latina 12401 B1-2415-Sour Cream Mexicana 406 B1-2415-Sour Cream Mexicana 406 B2-2415-Sour Cream Mexicana 407 B1-2417-Sour Cream Latina 480 B1-2418-Sour Cream Nortena 407 B1-2422-Sour Cream Latina 430 B1-2422-Sour Cream Latina 407 B1-2423-Sour Cream Latina 12401 B1-2423-Sour Cream Mexicana 13743 B1-2423-Sour Cream Mexicana 13795 B1-2423-Sour Cream Mexicana 13796 B1-2423-Sour Cream Mexicana 13797 B1-2423-Sour Cream Mexicana 406 B1-2425-Sour Cream Mexicana 12401 B2-2429-Sour Cream Mexicana 13795 B2-2429-Sour Cream Mexicana 13796 B2-2429-Sour Cream Mexicana 406 B1-2429-Sour Cream Mexicana 406 B2-2429-Sour Cream Mexicana 407 B1-2431-Sour Cream Latina 419 B1-23291-Sour Cream Centroamericana 419 B1-23298-Sour Cream Centroamericana 419 B2-23303-Sour Cream Centroamericana 419 B1-23331-Sour Cream Centroamericana 419 B1-23341-Sour Cream Centroamericana 419 B1-23352-Sour Cream Centroamericana 419 B1-23363-Sour Cream Centroamericana 419 B1-249-Sour Cream Centroamericana 419 B1-2417-Sour Cream Centroamericana 419 B1-2422-Sour Cream Centroamericana 13797 B1-24002-Sour Cream Mexicana,,
